,id,text,sentiment,Pred,Pred_polarity
3559,318bc9bbe0, hehe  now im smiling... but u still gotta make it up to me,1,0.0,0.0
3562,6e60ed6d59,So disappointed about the talent lineup for 'ReventÃ¯Â¿Â½n Super Estrella 2009'...hmm...Have the feeling I won`t get tix this time around.,0,0.5868,1.0
3581,7dc90600fd,correction...a hot coco in my NKOTB cup  what a sweety!!!!,1,0.0,0.0
3586,760c4e9790,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,0,0.8047,1.0
3597,707ef9a4ec,Its beginning to get way too hard to please all of my friends at once,0,0.6124,1.0
3599,80666ae17f,In a Drill Sergeant`s voice: everybody wake the **** UP!!! *flicks on everyone`s lights* it`s 500 est rise and shine beetches!! Lol JK,0,0.765,1.0
3600,f9e0a2422d,enjoying my coffee with this super delicious cookie,0,0.914,1.0
3615,24547828c7,just had an orgasmic sandwich,1,0.0,0.0
3616,12cfc10225,Cant wait to see my boy tomorrow,1,0.0,0.0
3617,aca7565010, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,1,-0.5962,0.0
3619,1888c0c734,... Still feelin like blah... 3 more hours,0,0.3612,1.0
3644,f0ed135f66,I miss my friends so much,0,0.3612,1.0
3652,70f6c13dc4,"  I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable lost",1,-0.4215,0.0
3655,057b982878,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time",1,0.2255,0.0
3657,f44a715bac, lol. sorry bout today  ..did u get them?? & what else R U guyz doinq cuz i have to C if im eligable [howeva itz spelled lol],0,0.4329,1.0
3659,f87e6f6f93, very heart-warming indeed. I`ll be looking forward to that day,1,0.0,0.0
3661,02fdfe48a0,  _c    Thank you for the FFs my friends!,1,0.2714,0.0
3663,1015ee00a3," awww  no problem , sorry for tha loss",1,-0.7579,0.0
3676,35a2e01940,school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,0,0.5673,1.0
3681,edeaca7cf9,Morning all! Something for the weekend and leftover dominos. Noiiiiice,1,0.0,0.0
3685,bc7fc4e62a, http://twitpic.com/2dmtn - I saw this pic and it reminded me of you in Anna and the King.. so cuuuute little fella,1,0.0,0.0
3689,4627ff9406,there`s not many things better than sleeping with my windows open,1,-0.3412,0.0
3695,619db8a90c,i got a bruise on my foot out if nowhere!  it hurts!,0,0.4833,1.0
3700,e0ca22d6d5, not really ;D nice pic .  no but could u imagine those 2? ... i thought so,1,-0.4669,0.0
3703,8b194cacd4,Football session after this.fun,1,0.0,0.0
3708,286ebd4c5c,  and I luh you tooooo,1,0.0,0.0
3712,bfb4c4cb42,doesn`t sound so great at all  http://is.gd/JslB #palmpre,0,0.7384,1.0
3716,90b3033569,http://twitpic.com/4jfkw - AFC! Oh yess,1,0.0,0.0
3717,3e86e8f21e,_RachineA oh so you said you good-byes and hugs  my dad left around 4 in the morning so I woke up to an empty house i`m pretty scared.,0,0.4019,1.0
3724,421944b580,Mom is wearing shrug I bought her 2morrow...I can`t wait 2 c her n it..cute,1,0.0,0.0
3725,3dfcacae62,": G`night twitterverse, much twitter luv to you all  ? http://blip.fm/~5yvnd",1,0.0,0.0
3727,788a810397," i know right, that`s so weak  but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on",0,0.6618,1.0
3737,4e4e9c3802,The rain outside motivates me to sleep.,1,0.0,0.0
3745,e839cf82ce,"...living in my studio, sounds very important ;) oh Mildura is totally boring!! Mhhh...whatever!  byeeee",0,0.3725,1.0
3755,6e22c9794a,  lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua,1,-0.3818,0.0
3791,51bcf89734,Chillin at a bbq gettin my drink on,1,0.0,0.0
3792,a34d594f42,: just had my debut on Thursday @ The Gallery Lounge! It was fun... can`t wait to do the next one!!,1,0.0,0.0
3793,1200ed0bbf," Oh, that would be riveting TV!   Trips to the break room, coffee, toothpicks in the eyes to keep them open.",1,0.0,0.0
3796,703fd4408a,"Aw ****! My iPod has a thin, gray line across the screen! Didn`t drop it - I take good care of it. How long before it dies?",0,0.6792,1.0
3801,dcd736f12b,Goodnight all! No iPod still but found my old MP3 player...we`ll see how long it holds out for.  ****,1,-0.2244,0.0
3808,bce44bef7b, Has to be a Mac! Believe me - you won`t regret it,1,-0.4753,0.0
3812,2b70aec0b3,So the movie was 3-D and really gooood,1,0.0,0.0
3819,4d2d321760,i feel like ****,0,0.3612,1.0
3835,79cf6c8e4d,ok... finished all the Mikados  Should shut up now! lol,0,0.4753,1.0
3836,5a6c97d962, nothing sweeter than YOUR 4-year-old!,1,0.0,0.0
3846,a240940b31,"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...",1,-0.1275,0.0
3847,97799125b6," Yes, Cathy.  (Ordinarily, I don`t have much of a problem with naked girls chasing me, however!  )",1,0.0,0.0
3853,863097735d,gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,0,0.3438,1.0
3858,3428badfea,_distel Maybe u have natural ability for languages  I envy u on that !!,0,0.508,1.0
3860,543cfb6ecd," Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!",0,0.3738,1.0
3861,6af2e23e1c,sat in the pub. Pretty quiet so far. Prob leave in a bit. Work at 6.30,0,0.4091,1.0
3869,1fd7ca6cf0,Jumping im the shower after a long day of work  it shall feel ahmazing I CAN MATH!,1,0.0,0.0
3873,884476afed,"@_elj Appreciated,uni email is helpful..",1,0.0,0.0
3888,c2d4220b79, I second this !!,1,0.0,0.0
3911,79c0162c77, useless tweet! LOL jk yay!!! You`re coming tmr! How long u gnna be in phils for  ?,0,0.8021,1.0
3916,80420cfe74,oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  ****,0,0.7249,1.0
3919,90fb34189c,"is back from the park and is very sunburnt  cant wait 4  2night,and is gonna get smashed..bein sober jst wnt b as fun!",0,0.5562,1.0
3924,e871d4101f,no more brother for 2 weeks.....,1,-0.296,0.0
3940,dbe55d814b," haha no chance, I tweet rubbish back!",0,0.4753,1.0
3954,ca10e6b390,Danny cut his beautiful curls,0,0.4215,1.0
3957,bf576a9556, Ouch. Better get used to it. I think 22 to 25 are prime marriage years.,0,0.4404,1.0
3967,f957fd3328,"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, & hanging where Jurassic Park was filmed!",1,0.0,0.0
3970,318a4a77aa,"Trying to put down some veggie soup, and watching Bride Wars while my body recovers.  Hope I`ll spring back tomorrow",1,-0.1779,0.0
3981,9006dda75f, i looooove me some star trek. runs in the family,1,0.0,0.0
3988,e0449518b0,Youtube isn`t working...and I wanted to watch Britains Got Talent.  I`m debating about having a pity party.,0,0.5106,1.0
3990,f69c2e0fd2, You`re welcome...,1,0.0,0.0
3994,ecada01f4b,I miss you sweetie!,0,0.4389,1.0
3995,3768a43939, LMAO!!! Man I was so bummed when she stopped braiding,0,0.6817,1.0
4009,59a28d3596, Sorry for your loss.  I know how you feel.  She or he was a lucky cat.,1,0.0516,0.0
4010,575fcbb3b6, Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS,1,0.0,0.0
4015,1dc37b5047,star trek was grtsat bggeting drunk now,1,-0.34,0.0
4034,3d7be0b382,Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #`s work.,0,0.6249,1.0
4039,9316e7b9c2,_meaway I`m sorry hon  I know how it feels though...I`m usually crazy but at a family gathering I`d probably hold back like that also,0,0.34,1.0
4042,71e3f23eee,Help. My computer has a virus. I had to place my Etsy shop into vacation mode until I can sort this out. I don`t know WHAT to do!,0,0.4574,1.0
4046,07fbfa335e,Happy Star Wars Day everyone! May the 4th be with you,1,0.1007,0.0
4047,8c0f27230f,_E LOL yeah I had a few slices of cheddar cheese b4 sleeping.,0,0.694,1.0
4049,7ccd98fb85, of course i would,1,0.0,0.0
4051,4c31317e08,on that note - i do not feel missed.,1,0.2235,0.0
4082,ca8f9abdbd," thanks  and ill cross my fingers for you, that the rain will stop",1,-0.2732,0.0
4093,93d46ca978, when you haven`t had one in over a week! that was a really mean joke he just played on me!,0,0.6665,1.0
4105,2a16e5e638,wishing I got fij,1,0.2263,0.0
4116,fb7aac9cf5,Got the sniffles   I SO don`t want to get sick - I don`t need this.,1,-0.2559,0.0
4118,2c53b00144, aww what kind of dog do u have? I have a chihuahua named Zoey,1,0.0,0.0
4122,956bc91d32,"is tryna find her a 30 yr old junt with a 401 k, stable job, good home with an extra room 4 me and my baggage..so tired of u young dudes",1,0.296,0.0
4129,f2f7763cfd, lol dammit  well then next time then,0,0.5994,1.0
4130,d0e3994fac,Got people don`t let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.,0,0.5621,1.0
4137,7fb66b3ad5, I wish y`all...unfortunately I won`t be able to make it...gotta work my 2nd gig today,0,0.4019,1.0
4138,2ce6c03ba2,have you ever met a guy thatv was everything you want and need but you never really went for it w/ him ? g`nite Daddy,1,0.0387,0.0
4149,ee100f96c1,using yahoo pipes to combine feeds - doable & reliable I guess,1,0.0,0.0
4159,4e6f5b65ae,So many freebies for all my JBnoy friends  SPAM THREAD SOON.,0,0.4488,1.0
4163,117041af61, NO WAY! i didn`t know he was singing ROF thats without a doubt my fave he has done on idol thus far!! EEP~fangirl moment,1,-0.6255,0.0
4165,e24913e1e6,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,1,0.1779,0.0
4167,7e1f3e69b6, Hope the train remembers the way - they can go a bit loopy on bank holidays,0,0.6705,1.0
4172,cb1b0d191d,"missed all the awesome weather, because she was in a movie!",0,0.4926,1.0
4173,bd79135b7f, It was an app that changed your wallpaper to one of several hundred at random intervals. It`s hard to find good wallpapers.,0,0.3612,1.0
4184,37051dddd9, awwwwww i wish her to be safe while shes gone n hugs to u must of been hard to say goodbye,0,0.8126,1.0
4196,7d7a9f2413,_Jamie I guess  ! I was really suprised..,1,0.0,0.0
4197,5c82523776,so...i really want to be home right now.,1,0.1513,0.0
4207,c60a403476,"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!",1,0.2225,0.0
4211,1a67ebd497,"It`s **** cold here north now! It was like 77 DF yesterday where I was, here it`s 37,4",0,0.4199,1.0
4230,4a9d9853cc,http://twitpic.com/4wbn6 - my hubby and his adoarble baby brother,1,0.0,0.0
4241,c5bfb6b93e,Selling artwork+ risk game with the boys+ startrek= just what i needed. What a good day,1,0.2023,0.0
4254,f0fd999572,each day is a new beginning,1,0.0,0.0
4282,cdd85e794f, so looking forward to your new album,1,0.0,0.0
4288,a44a7ec4ff,last night`s paper writing session=still not done. I need to prioritize better.,0,0.4404,1.0
4293,cd470720c9, have your own style. it just might work.,1,0.0,0.0
4296,ce4b5fe266,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,1,-0.1984,0.0
4297,4b28bc4b87, Is there going to Sausage on it  yum yum,1,0.0,0.0
4321,742c121c4b, It`s easy.....just turn your keyboard upside down,1,0.0,0.0
4324,cf57257f15,"just tried talking........voice died before end of sentence! Annpyimg thing id, i feel fine!! Another day of not playing the hits",1,-0.6083,0.0
4331,d81f165c2c, I was going to but I`m siiiick  I`m so mad!!!! Jason said I have to recover fully before I go paintballin again! Are u playing?,0,0.5216,1.0
4332,24a18a763d,Taking the caltrain to go see the giants. It`s Cold and someone smells like pee,0,0.3612,1.0
4338,0ca701d490, *happy to help*,1,0.0,0.0
4343,c5f1b3ee3e,"Not feeling very good at all, why does this have to happen today of all days? Not going to friends tonight",1,-0.6754,0.0
4345,8ac49207e1," (cont) a bastardized version of French? It`s fun, believe me!",1,0.1511,0.0
4347,22f6b1b5d7,trying to NOT fall asleep while doing ancient assignment. Drinking some water with ice and lime! yum,1,0.0,0.0
4369,3f4e952c3c,_pinkapple Not much on for the weekend here. Off to Knox shortly & definitely must get into the garden. It`s a wee bit neglected.,1,-0.1779,0.0
4385,aa7d09c96a,"Man, the French Open has been on for a week and I haven`t had the opportunity to catch a single match",0,0.4215,1.0
4389,485e0a802f,Ok getting the pink stripey one it`s the most subtle I`m a bit bored of the floral print! Ok?,0,0.3802,1.0
4390,d0a0422d97,going to look in the refrigerator for a taste snack to eat,1,0.0,0.0
4392,29373e6e4e,goodmorning !,1,0.0,0.0
4394,ce71d002ec,Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,1,0.2942,0.0
4395,0cefe48978,Ate too much vegetarian pizza for dinner! But it was so good,0,0.6166,1.0
4398,c5a15a5edd,  awwwww  would a virtual high five make it any better?,0,0.4404,1.0
4406,5766fcf9f8,_Guy IÃ¯Â¿Â½m afraid yes - both are true  I hope u r not disappointed yet,0,0.8736,1.0
4408,72e22a4404,"Ah, the bank holiday shift at work. What fun",0,0.7184,1.0
4411,97586292af,"  thankyou very much, you rock!",1,0.0,0.0
4413,82f88a3667,Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,0,0.4278,1.0
4416,54fed64ecb,Last free Friday.,0,0.5106,1.0
4425,d24c474353, I know it`s against the law... I am a rebel in small things.,1,-0.1531,0.0
4434,d7b04db569,schoool time. not doing much this week.  about 20 more days of school and it`s time for NYC!  can`t wait for the last day of school.,1,0.0,0.0
4438,a4b68179df, Thxx!! I was in the bathroom when you said it..,1,0.0,0.0
4439,9e2748c5e4," yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",0,0.5562,1.0
4440,456497da03,DAM i wish cElEbs cOuld frikken fOLLow baaaaaaaaaaackkkkkkkk,0,0.4019,1.0
4449,9f89432794,"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",0,0.34,1.0
4454,dd96593dee,"#liesboystell Your the only one, I love (they really have several women)",0,0.6369,1.0
4463,ddf57c85e5,4 fillings to the good(?); two more appointments to go,1,0.0,0.0
4464,894e948ead," Fear not! You deserve alot, you care for animals. )) I`ll get some food, don`t worry!",1,-0.5399,0.0
4467,219202ed56," cant say i havee, im at james` but i did some rs yesterdayy!. im learning my quotess",1,0.0,0.0
4469,b411bd3afb,Ugh our two week push to produce a six pack has produced nothing but pain!,0,0.4488,1.0
4477,8154e7fb2f,"_crazyangel Gah   But Gregg should have got the hot and talented vote, dammit!",0,0.5562,1.0
4483,c97ca19c1f,"Shite night, tomorow, I get to hang out with my little brother and neice, should be sufficient enough to change my mood",1,0.0,0.0
4489,1b6fe730fd,"maybe going to see the hannah montana movie todaaaay  i`ve seen it one time before, but can`t wait to see it again!!",1,0.0,0.0
4493,fc8e368a72, I want to chat with you in Im some day.,1,0.0772,0.0
4503,e4e043c2b3," Ya, the weather has been super weird here. It looked like it was gonna rain today but of course it didn`t, darnitt,",0,0.431,1.0
4504,ba55317637, it wasn`t that good tonight  I know DCD though .... I won`t say what happened!,0,0.4926,1.0
4528,d5400cc464,my legs are soft  watching a move with my mommm short day @ workk,1,0.0,0.0
4536,5c19fb5069,"Played with FontStruct http://is.gd/ejE uploaded to dafont, 16k downloads & top of its category http://is.gd/wyyp Very wtf moment for me",1,-0.2247,0.0
4538,673f656f29," Oh I believe you...   sooo  thinks she belongs elsewhere, I say I dont think so...",1,0.0,0.0
4539,2dde2785c7, In Toronto  waiting for YOU!!! 48 days to go!,1,0.0,0.0
4545,5dc1aaeac6,http://www.efteling.nl/ Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though,1,-0.4637,0.0
4549,628c7ef2bc,I WISH I LITERALLY COULD **** JUST ABOUT EVERY **** IN THE WORLD...IMA NYMPH,0,0.5319,1.0
4555,34d7e39dd6, 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,0,0.5267,1.0
4565,e49ad43635,Goood Moring,1,0.0,0.0
4566,c5645758be,"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??",0,0.4287,1.0
4569,22e968402f, yessir that is 100% right,1,0.0,0.0
4571,4af0794655," I meant you are not lazy, your work proves it",1,0.2755,0.0
4575,69ad6e1c66,_trip I bet he didn`t fall asleep till like this morning  sorries.,0,0.3612,1.0
4584,29e7c7df4f,Snoops uncle who was the COOLEST dancer EVER!!!!!!  http://twitpic.com/4wfqn,1,0.0,0.0
4598,112591001f,happy star wars day,1,0.0258,0.0
4614,ddbdb89b1b,Going to bed. Goodnight!  x,1,0.0,0.0
4628,375b8367d1, Yeah they are! So stop making fun of me! I gotta get new ones,0,0.5933,1.0
4629,253adae01d,wow we r watching the outsiders  smelly english.,0,0.5859,1.0
4631,69f3fd0194,So tired   Last group of the day is performing now.. It`s been an interesting one.,1,-0.1263,0.0
4644,654f3b938c,I cant WAIT to be home and snuggle with my puppies! and my Fiance,1,0.0,0.0
4646,443d30a0ba,_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!,0,0.5837,1.0
4651,31c29a0cd3,nobody loves me on twitter,0,0.5719,1.0
4664,1d3c1b4821,okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night,0,0.7163,1.0
4676,814f356244,"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",0,0.4003,1.0
4680,f849534d5c, LMAO! I don`t fake being Paris anymore. Look at my bio ;) and by the way I can`t log onto your forum...,0,0.5754,1.0
4685,b6129f53ba,running errands with geeta... feeling like i have the plague,0,0.4588,1.0
4687,3d90ad58ee, haha well then maybe u shouldn`t be so weak  hehe jks  ****,1,0.0922,0.0
4689,2814c8f7c4, its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame,0,0.4745,1.0
4698,12c056997e,Fight Club 10th anniversary re-enacting. Nice tattoos  http://img.suicidegirls.com/media/albums/6/57/13576/658166.jpg,1,0.0516,0.0
4699,8599d8a743," I haven`t heard anything negative yet. As a former manager used to tell me: If they`re quiet, be happy",1,0.0,0.0
4700,7006aecd37, LOL. Academy-ish. Haha. I really really miss O.B.,0,0.6555,1.0
4711,19efa0718c,"Ok, WTF?! Why do you have something on your menu *in the window* if you don`t sell it?! I wanted my bubble tea",0,0.4843,1.0
4712,a550cb0ff9, Laura elle s`en fou elle don`t like the french fans,0,0.3612,1.0
4715,effd4c570e,moving 11 blocks up the street. goodbye hardwood floors,1,-0.2263,0.0
4727,8073b256f8,hollie steel  bless her. but go dreambears <33333 hahahahaha,1,0.2263,0.0
4733,29d1ec5e7e, LOL Me too. Going out at 12am isn`t as easy as it used to be,0,0.7531,1.0
4736,92dad66de9,Gotta go now .. i`m going to Circus .. the real Circus not Britney`s Tour  sadly ..,0,0.3252,1.0
4738,6fac422433, yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck,0,0.4588,1.0
4741,e79ca3a450, im missin out on all the fun aww  *cryin* lol,0,0.7269,1.0
4745,931fdca6ea, That doesn`t sound fun,0,0.5106,1.0
4751,b269c57eb2, when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have one 20min away.,1,-0.4767,0.0
4756,4381295572,Off to dinner with  & his fam.,1,0.0,0.0
4765,ea8072c6a6,I really wish someone would make a groupchat theme for Adium suited for IRC. yMous has way too low contrast.,1,0.2247,0.0
4767,f97abc4cba,"So it`s rainy in Georgia, what do I do? Wear bright colors and hope the sun comes out!  (I`m doubtful that this is going to work)",0,0.479,1.0
4792,e444a25f44,"Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!",1,0.2225,0.0
4807,38e942f810,Eating some ice cream cake  its bomb!,1,-0.5411,0.0
4824,18f4aab048,You can`t take this feeling away from me<3. going to lay down & watch a movie.,1,0.1593,0.0
4836,c6dc225377, it is sooo hard.... truck and fish please,0,0.3182,1.0
4838,0a6ed8c4e2,FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,1,-0.1446,0.0
4840,1ad041d624," They do! Lilash I`m guessing, right?  Oh and what camera are you using? That is insane quality!",1,-0.5638,0.0
4848,e179643353,finally got to see you,1,0.0,0.0
4859,c26f0aa54c,I`m enjoying this Sunday very much. No parents. No revision. Just like any other Sunday,1,0.2366,0.0
4870,83884030b8, and he REALLY doesn`t like Shiny Happy People. I`m a local REM expert btw. Saw them for the first time in 1986.,0,0.8006,1.0
4873,a3a76e9bbd," I wish I can see that. They have CNN here again, with no volume.",1,0.128,0.0
4874,0b39781a5a," Good idea! I`ll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",1,0.126,0.0
4878,b260644257,im feeling like ish!  i just wanna go home and go mimis,0,0.5093,1.0
4882,b582565703, haha! And Twitter! Hard though isn`****?!,0,0.5386,1.0
4886,bc84f21e3b,ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,1,0.0,0.0
4891,0b7105a842,chillin with christina and diana,1,0.0,0.0
4895,33c3801dfd,i`m just sooo in love....i think,1,0.0,0.0
4897,dcd8fd0d39," Not a problem,  Glad to!",1,-0.1316,0.0
4898,9928207c77,Wide awake. Wishing I wasn`t. **** nightshift routines. Got turned down for the job in Nashville  oh well ...,0,0.4588,1.0
4925,df9f36f375,Star wars day! May the 4th be with you.,1,-0.5983,0.0
4927,1555aee6cb,The nocturnal serendipity... Kashmir is an important means to that end...,1,0.2023,0.0
4928,d80f9d077e,"****, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad...",0,0.3612,1.0
4933,2a5456b183, Oh I beg of you to add just a 3rd nite in Dublin in October... PLEEEEEEEASSSEEEEEEE,1,0.0,0.0
4938,33680fc87e,being a computer geek is entertaining.... i think.,1,-0.2023,0.0
4941,5b747a13f6,Shopped til i dropped....come bac sunshine i miss u,0,0.3818,1.0
4943,4691fdfad6,May the 4th be with you all,1,0.0,0.0
4959,eed7c0e78e, I`m going big weekend  cant wait to see u! x,1,0.0,0.0
4968,58cbdac642,Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,1,-0.329,0.0
4986,4389393809,_honey thank you  i have a business exam tomorrow too :/,1,0.0258,0.0
4993,e07daddcc5,i have a crush on someone!,1,-0.2244,0.0
5000,14cfb35236,"i feel extra-nauseous all of a sudden, like my stomach wasn`t ready to resume peristalsis after the events of two nights prior",0,0.6124,1.0
5005,51bdb4d865,Feeling very tierd! too much college work!!!!!!,0,0.3956,1.0
5014,de930fa753, I wish I could afford to attend those benefits.,0,0.6486,1.0
5015,a7ab603a60," I`ve had that 'problem' too, being charmed fast, I mean. I`ll cross my fingers for you",0,0.4588,1.0
5016,dd94cd3a26, ahhh.. what about the others? like #hoppusday and etc? I`m such a spazz,0,0.4329,1.0
5020,ba0e5cdec3,"Took calculus exam today, I think that I did well. I messed up one derivative identity though  Well, I never miss that one again.",0,0.3058,1.0
5021,b78d02040a, i wish i could meet you once  do u think this will happen someday? :`(,0,0.4019,1.0
5038,f7637933f3,(L) ice grande half-sweet French vanilla soy milk from Starbucks means summaa`s coming !!!,1,0.0,0.0
5049,080c0727a0,oh yah her and angel came and harrassed me and tried to break in my house!! lol  Burgen,0,0.5242,1.0
5052,befb3f2536,"@_everblue She actually posted again to say that it was the 2nd and not the 4th, so nevermind.",1,0.0,0.0
5053,d8b30029da,today Jon Doe plays at the Moho. ia m excited  itÃ¯Â¿Â½s gonna be funny.. but before i have to carry all the equipment and do the backline,1,0.296,0.0
5056,62ca37ae4d, Ahh okay makes sense to start the preparations now then,1,0.2263,0.0
5058,58fc1eeef3,The most epic weekend I`ve had in atleast a year. Night cap with _matthes and . 2 hours of sleep in 3 days! Goodnight,1,0.0,0.0
5063,31eb8ebd2a, can`t wait to hear the evp! And cuuuute picture.,1,0.0,0.0
5068,4e130ffdc7,awww bless her. she made me cry,1,-0.0772,0.0
5077,6f71071716,"its a beautiful,albeit, windy at times, night in So No....",1,0.0,0.0
5080,528f5b2f92,i need some serious cheering up,0,0.4588,1.0
5091,86629b2c31, lol cnt its too slow,0,0.4215,1.0
5092,3b0a210bad,in ten minutes shopping   demi lovato-back around demi lovato-behind enemy lines have you all seen the titanic 2 trailer? its really good!,1,-0.1528,0.0
5093,2ee537aba8,Can`t wait to go to bed,1,0.0,0.0
5094,5ec244dacc,"ONE MO TIME BECUZ  HASNT SEEN IT YET!!! AND SHES SOO **** COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko",1,-0.3348,0.0
5107,b47d9a6f97,looking at this website!! should be working!!,1,0.0,0.0
5115,4d3c20da64,Watching Everything Is Illuminated  and dreaaaming<3,1,0.0,0.0
5119,c9ac62de9e,Having fries plus greentea. Mmm  - http://tweet.sg,1,0.0,0.0
5124,b78fbfb8bc,can`t tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn`t cover it.  urgh,0,0.765,1.0
5132,dc5f170388,Just spent the evening at a gala for her high school drama company`s 20th anniversary. Lots of memories,1,0.0,0.0
5135,f471c7f387,Going to buffalo wild wings to meet up with my best friends I haven`t seen in forever! Too bad I can`t eat the food,0,0.6239,1.0
5136,8038f0209a,"Holy **** it`s super sunny, Friday and Whitsun, my tube is deeeesearted. Wish I was in the park",0,0.8555,1.0
5137,6fa5a04599,http://twitpic.com/4wtii - new hair going to greeattt use!,1,0.0,0.0
5147,4b2b6a59d4,_ Truetrue  But he`s not! xD,1,-0.521,0.0
5150,522f301f0a, aw i`m sorry  i was rooting for you just to let you know!,1,-0.1511,0.0
5157,5d3c1810ed," if i can buy sleep for you, i will... that`s what you need!",1,0.0,0.0
5188,5a9904d613,..but did i mention spending time with two bffs .. Totally worth it,1,0.2944,0.0
5190,125626a966,Done with geology!! But I`m really missing my favorite sisters! Especially because they can`t go to banquet tonight,0,0.3913,1.0
5191,c9be2ed48a, omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho` asses down here,0,0.5181,1.0
5206,17a5b26087, I wish our  didn`t close,0,0.4019,1.0
5210,c91b11eaa7,"We did it last year right around the time The Black Parade is Dead! came out. Awesome times, man.",1,-0.126,0.0
5214,042539ed65,kellie: Its a major problem okay. alex: what is? Kellie: hahahahahahahaa your face,1,-0.2023,0.0
5220,e632d020c2,haha aww ok now back to bionomial expansion  ugh! joy,0,0.7574,1.0
5232,b43cdb01a7, so you are like the rest of us on this miserable bank holiday.then LOL,0,0.3709,1.0
5233,ef5c7bb3fa," unfortunetly no  I wish, I mean sometimes like twice a yr they`ll have a party, but not always",0,0.431,1.0
5243,2eb8e4fd0a,pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.,1,0.1779,0.0
5246,2d2b117213, WTF!!!!  LMAO!!! *Just got hit in the head with bloody balls*,0,0.5995,1.0
5250,9a5982abbc,going to a garden centre today. should be funn :/ currently drinking egyptian spice tea and watching hollyoaks,1,-0.34,0.0
5259,196972d483,"'Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn`t gone by so fast'  So true I already miss this year",0,0.6318,1.0
5270,73ac06ca63,eating truffles  yum!,1,0.0,0.0
5271,9339b6710d,_Cullen10 I wish you were here with me right now,0,0.4019,1.0
5280,0f315c2305,I don`t like my dress,0,0.3612,1.0
5283,162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  x,1,0.0,0.0
5293,0772b10056,Well hello twitters,1,0.2732,0.0
5295,433b1ab9ea,Ahhh my mommie got me new sheets for my bed  so comfy,1,0.0,0.0
5305,97fb7ec718,Has finally learned how to think before he speaks. And it works wonders,1,0.0,0.0
5310,5da43b3792, Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,0,0.7088,1.0
5317,82831e923c,My lovely husband made me breakfast in bed this morning. Who says chivalry is dead?,1,-0.128,0.0
5328,093021fd94,i hope it doesnt rain tonight tomorrow my fam. comes to visit swimming pool and carne asada  if it rains the pool is going to be dirty,1,0.0,0.0
